"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Antsp_t","X1","Recruit","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Antsp_t1","NP_adult","NP_juv","CV","WVL","Damage","MA","comments","X","logsize_t","logsize_t1","ant_t","ant_t1","flower1_YN","occ_t","occ_t1"
"6879","1","TR8",1,2018,57,34,20,2,0,0,0,2,"CREM",2019,0,0,1,56,27,10,7,0,0,0,2,"LIOM",0,0,NA,NA,NA,0,"","",9.29454823590461,8.52071639096511,"crem","liom",FALSE,"occ","occ"
"6880","1","135A",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,3,1,1,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",NA,-0.24156447527049,NA,"vacant",FALSE,NA,"vac"
"6881","1","135B",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,2,1,1,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",NA,-0.647029583378655,NA,"vacant",FALSE,NA,"vac"
"6882","1","TR9",1,2018,54,50,32,0,0,0,0,0,"vacant",2019,0,0,1,55,50,30,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",10.0759514160343,10.0449153295217,"vacant","vacant",FALSE,"vac","vac"
"6883","2","1",0,2018,79,66,50,13,0,0,0,0,"vacant",2019,0,0,1,77,56,52,6,3,7,4,0,"vacant",0,0,NA,NA,NA,0,"","",11.1501571096213,10.9815967510436,"vacant","vacant",TRUE,"vac","vac"
"6884","2","2",0,2018,91,52,49,13,1,1,0,35,"CREM",2019,0,0,1,81,58,46,17,1,3,2,0,"vacant",0,1,5,NA,NA,0,"5 CV juv","",11.0146294151409,10.9567598278967,"crem","vacant",TRUE,"occ","vac"
"6885","2","3",0,2018,45,33,30,0,0,0,0,0,"vacant",2019,0,0,1,50,36,22,6,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",9.36646081749489,9.30643790146249,"vacant","vacant",FALSE,"vac","vac"
"6886","2","5",0,2018,11,17,9,0,0,0,0,0,"vacant",2019,0,0,1,20,15,7,3,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",6.18761722378284,6.45134605521213,"vacant","vacant",FALSE,"vac","vac"
"6887","2","8",0,2018,142,162,88,11,22,34,12,17,"LIOM",2019,0,0,1,136,150,120,17,28,36,8,6,"LIOM",0,1,NA,NA,NA,0,"1 CAMP","",13.2722777682673,13.3830276786743,"liom","liom",TRUE,"occ","occ"
"6888","2","9",0,2018,97,85,75,3,3,3,0,14,"LIOM",2019,0,0,1,93,89,88,26,7,7,0,10,"LIOM",0,0,NA,1,NA,0,"I weevil","",11.9985874839125,12.1584278332424,"liom","liom",TRUE,"occ","occ"
"6889","2","11",0,2018,82,100,84,10,4,4,0,11,"CREM",2019,0,0,1,79,60,52,6,7,12,5,0,"vacant",0,0,NA,NA,NA,0,"","",12.1101196374237,11.0799744699987,"crem","vacant",TRUE,"occ","vac"
"6890","2","13",0,2018,103,80,60,9,18,26,8,10,"CREM",2019,0,0,1,98,89,68,3,10,22,12,12,"CREM",0,0,NA,NA,NA,0,"no tag","",11.7915427083898,11.9709879643087,"crem","crem",TRUE,"occ","occ"
"6891","2","16",0,2018,82,54,40,20,0,0,0,5,"CREM",2019,0,0,1,76,62,45,40,2,8,6,1,"CREM",0,2,NA,NA,NA,0,"","",10.7668376867458,10.9499198841517,"crem","crem",TRUE,"occ","occ"
"6892","2","17",0,2018,90,90,80,12,1,1,0,4,"CREM",2019,0,0,1,61,61,52,22,2,3,1,9,"CREM",1,3,NA,NA,NA,0,"","",12.0449354193723,10.8391783765395,"crem","crem",TRUE,"occ","occ"
"6893","2","18",0,2018,64,33,27,2,0,0,0,3,"CREM",2019,0,0,1,59,36,24,5,0,0,0,4,"CREM",0,0,NA,NA,NA,0,"","",9.62110108274538,9.53975544329143,"crem","crem",FALSE,"occ","occ"
"6894","2","19",0,2018,87,77,65,13,5,5,0,22,"CREM",2019,0,0,1,79,86,66,26,33,49,16,33,"CREM",0,0,NA,NA,NA,0,"no tag","",11.6510911087986,11.6907377691011,"crem","crem",TRUE,"occ","occ"
"6895","2","21",0,2018,74,73,47,12,0,0,0,3,"CREM",2019,0,0,1,80,74,57,21,7,10,3,2,"LIOM",0,1,NA,NA,NA,0,"","",11.1525774537098,11.4059501560177,"crem","liom",TRUE,"occ","occ"
"6896","2","22",0,2018,38,21,4,0,0,0,0,0,"vacant",2019,0,0,1,40,21,12,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",7.3488666844043,7.95542345198841,"vacant","vacant",FALSE,"vac","vac"
"6897","2","24",0,2018,102,75,74,3,0,0,0,11,"LIOM",2019,0,0,1,102,80,77,22,15,17,2,7,"LIOM",0,0,NA,NA,NA,0,"","",11.9063943001167,12.0109932989224,"liom","liom",TRUE,"occ","occ"
"6898","2","25",0,2018,140,114,85,4,8,12,4,18,"LIOM",2019,0,0,1,137,104,85,29,23,29,6,3,"LIOM",0,3,NA,NA,NA,0,"","",12.8017809469998,12.6770038308889,"liom","liom",TRUE,"occ","occ"
"6899","2","27",0,2018,50,47,22,0,0,0,0,0,"vacant",2019,0,0,1,53,51,21,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",9.65376488956417,9.79715302652574,"vacant","vacant",FALSE,"vac","vac"
"6900","2","31",0,2018,120,79,60,4,3,3,0,2,"CREM",2019,0,0,1,116,69,91,33,4,20,16,0,"vacant",0,10,9,NA,NA,0,"9 CV-juv","",11.9299684839849,12.1774666965155,"crem","vacant",TRUE,"occ","vac"
"6901","2","36",0,2018,93,63,34,9,0,0,0,14,"FOR",2019,0,0,1,88,65,63,15,16,23,7,2,"LIOM",0,5,NA,NA,NA,0,"","",10.9555503251015,11.454926217259,"other","liom",TRUE,"occ","occ"
"6902","2","37",0,2018,114,96,50,11,4,8,4,23,"CREM",2019,0,0,1,114,107,44,31,20,32,12,3,"CREM",0,0,NA,NA,NA,0,"","",11.9769405667527,12.0442869969659,"crem","crem",TRUE,"occ","occ"
"6903","2","42",0,2018,82,87,46,5,0,0,0,5,"CREM",2019,0,0,1,86,89,34,23,4,7,3,8,"CREM",0,0,NA,NA,NA,0,"","",11.4609463786493,11.3522448819399,"crem","crem",TRUE,"occ","occ"
"6904","2","45",0,2018,138,102,61,32,7,8,1,27,"LIOM",2019,0,0,1,146,110,64,4,70,87,17,10,"CREM",0,5,NA,NA,NA,0,"","",12.3882829617122,12.5752460950789,"liom","crem",TRUE,"occ","occ"
"6905","2","46",0,2018,75,59,48,0,0,0,0,0,"vacant",2019,0,0,1,85,73,55,19,2,2,0,0,"vacant",0,0,NA,NA,NA,0,"","",10.9366746574016,11.4202406592711,"vacant","vacant",TRUE,"vac","vac"
"6906","2","47",0,2018,90,63,58,21,6,6,0,24,"LIOM",2019,0,0,1,96,68,62,6,28,33,5,35,"LIOM",0,0,NA,NA,NA,0,"","",11.3649196364653,11.5729459673205,"liom","liom",TRUE,"occ","occ"
"6907","2","48",0,2018,99,85,74,12,3,3,0,7,"LIOM",2019,0,0,1,89,78,65,11,7,7,0,2,"LIOM",0,0,NA,NA,NA,0,"","",12.0064571295166,11.6878545051935,"liom","liom",TRUE,"occ","occ"
"6908","2","49",0,2018,120,80,78,8,6,6,0,15,"LIOM",2019,0,0,1,109,82,78,7,40,42,2,21,"LIOM",0,0,NA,NA,NA,0,"","",12.1862106837775,12.1152243876383,"liom","liom",TRUE,"occ","occ"
"6909","2","51",0,2018,109.5,83.5,67.5,1,1,1,0,4,"LIOM",2019,0,0,1,110,85,76,12,22,22,0,22,"LIOM",0,0,NA,NA,NA,0,"2 CAMP","",12.0040130978279,12.1368179707029,"liom","liom",TRUE,"occ","occ"
"6910","2","52",0,2018,48,49,21,0,0,0,0,0,"vacant",2019,0,0,1,49,22,22,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",9.64172036994812,8.73372844088866,"vacant","vacant",FALSE,"vac","vac"
"6911","2","53",0,2018,25.5,9.5,3,0,0,0,0,0,"vacant",2019,0,0,1,14,6,2,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",5.5636646157224,4.07146928791644,"vacant","vacant",FALSE,"vac","vac"
"6912","2","54",0,2018,74,60,51,8,0,0,0,2,"LIOM",2019,0,0,1,64,62,55,7,3,3,0,16,"LIOM",0,0,NA,NA,NA,0,"","",10.9966543707703,10.9567598278967,"liom","liom",TRUE,"occ","occ"
"6913","2","55",0,2018,59.5,70,33.5,0,0,0,0,2,"LIOM",2019,0,0,1,64,72,43,1,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",10.6386484129039,10.9222762150277,"liom","vacant",FALSE,"occ","vac"
"6914","2","56",0,2018,85,67,66.5,3,0,0,0,2,"LIOM",2019,0,0,1,91,75,75,11,2,2,0,6,"LIOM",0,0,NA,NA,NA,0,"3 CAMP","",11.5043830871124,11.8056589696509,"liom","liom",TRUE,"occ","occ"
"6915","2","57",0,2018,93,53,33,0,0,0,0,0,"vacant",2019,0,0,1,87,57,46,1,1,1,0,10,"LIOM",0,0,NA,NA,NA,0,"","",10.7148229606018,11.0088949700554,"vacant","liom",TRUE,"vac","occ"
"6916","2","58",0,2018,68,67,39.5,0,0,0,0,0,"vacant",2019,0,0,1,81,68,41,4,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",10.8293265504166,11.0506737940722,"vacant","vacant",FALSE,"vac","vac"
"6917","2","61",0,2018,25,2.5,2.5,0,0,0,0,0,"vacant",2019,0,0,1,15,13,7,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",3.71128052467791,5.9730436231517,"vacant","vacant",FALSE,"vac","vac"
"6918","2","68",0,2018,72,70,23,8,0,0,0,1,"UNK",2019,0,0,1,74,84,39,15,1,1,0,3,"LIOM",0,0,NA,NA,NA,0,"","",10.6153939802641,11.2019626788905,"other","liom",TRUE,"occ","occ"
"6919","2","70",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,1,79,43,38,2,0,0,0,3,"LIOM",0,0,NA,NA,NA,0,"","",NA,10.4318750367534,NA,"liom",FALSE,NA,"occ"
"6920","2","70",0,2018,96,85,61,0,0,0,0,0,"vacant",2019,0,0,1,109,96,46,13,0,0,0,3,"LIOM",0,0,NA,NA,NA,0,"","",11.805090309826,11.8765308723732,"vacant","liom",FALSE,"vac","occ"
"6921","2","72",0,2018,50,36,34,3,0,0,0,27,"LIOM",2019,0,0,1,53,39,35,12,0,0,0,12,"LIOM",0,0,NA,NA,NA,0,"","",9.68254236446837,9.85195097490197,"liom","liom",FALSE,"occ","occ"
"6922","2","73",0,2018,23,17,14,4,0,0,0,25,"LIOM",2019,0,0,1,32,17,17,2,0,0,0,1,"LIOM",0,0,NA,NA,NA,0,"","",7.27699749984095,7.79198582697356,"liom","liom",FALSE,"occ","occ"
"6923","2","74",0,2018,9,19,8,0,0,0,0,0,"vacant",2019,0,0,1,7,13,2,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",6.06242718428639,4.63553942620124,"vacant","vacant",FALSE,"vac","vac"
"6924","2","75",0,2018,20,17,10,4,0,0,0,4,"CREM",2019,0,0,1,26,18,12,0,0,0,0,1,"UNK",0,0,1,NA,NA,0,"1 CV-juv","",6.86093488050416,7.3340201762873,"crem","other",FALSE,"occ","occ"
"6925","2","76",0,2018,18,8,8,0,0,0,0,0,"vacant",2019,0,0,1,20,10,10,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",5.70907807731724,6.26072569560348,"vacant","vacant",FALSE,"vac","vac"
"6926","2","79",0,2018,3,2,1,0,0,0,0,0,"vacant",2019,0,0,1,4,3,1,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"only a tiny bit of green","",0.569365740945838,1.43241195830118,"vacant","vacant",FALSE,"vac","vac"
"6927","2","90",0,2018,36,13,8,0,0,0,0,0,"vacant",2019,0,0,1,44,24,19,3,0,0,0,1,"CREM",0,0,NA,NA,NA,0,"","",6.94609268884447,8.5801187402469,"vacant","crem",FALSE,"vac","occ"
"6928","2","93",0,2018,15,15,6,0,0,0,0,0,"vacant",2019,0,0,1,23,11,6,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",6.07062395149056,6.07544977898309,"vacant","vacant",FALSE,"vac","vac"
"6929","2","96",0,2018,15,4,2,2,0,0,0,0,"vacant",2019,0,0,1,17,8,4,3,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",3.56509801449983,5.07655551857373,"vacant","vacant",FALSE,"vac","vac"
"6930","2","97",0,2018,27,13,10,2,0,0,0,5,"CREM",2019,0,0,1,32,23,15,3,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",6.84035417280414,8.01443709719401,"crem","vacant",FALSE,"occ","vac"
"6931","2","100",0,2018,42,25,22,4,0,0,0,0,"vacant",2019,0,0,1,46,23,21,3,0,0,0,1,"UNK",0,0,NA,NA,NA,0,"spindly black ","",8.71149369664499,8.67054953926713,"vacant","other",FALSE,"vac","occ"
"6932","2","101",0,2018,10,5,4,2,0,0,0,0,"vacant",2019,0,0,1,9,6,3,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",3.97056312260799,3.86520260695017,"vacant","vacant",FALSE,"vac","vac"
"6933","2","102",0,2018,10,8,6,0,0,0,0,0,"vacant",2019,0,0,1,15,10,7,2,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",4.85422862716607,5.64800576415615,"vacant","vacant",FALSE,"vac","vac"
"6934","2","103",0,2018,13,14,11,3,0,0,0,0,"vacant",2019,0,0,1,21,14,14,4,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",6.27622988213945,6.98246033301534,"vacant","vacant",FALSE,"vac","vac"
"6935","2","104",0,2018,15,11,7,1,0,0,0,0,"vacant",2019,0,0,1,16,15,7,1,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",5.76232259183605,6.22820250389792,"vacant","vacant",FALSE,"vac","vac"
"6936","2","105",0,2018,15,9,1.5,1,0,0,0,0,"vacant",2019,0,0,1,12,6,3,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",4.68432959037067,4.15288467940195,"vacant","vacant",FALSE,"vac","vac"
"6937","2","106",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,1,NA,9,5,4,1,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",NA,3.86520260695017,NA,"vacant",FALSE,NA,"vac"
"6938","2","71A",0,2018,33,26,14,0,0,0,0,0,"vacant",2019,0,0,1,28,23,13,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",8.14779534463586,7.77277126202893,"vacant","vacant",FALSE,"vac","vac"
"6939","2","71B",0,2018,28,14,8,3,0,0,0,1,"FOR",2019,0,0,1,33,28,9,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",6.78781829183334,7.99187226169644,"other","vacant",FALSE,"occ","vac"
"6940","2","80A",0,2018,4,1,0.5,0,0,0,0,0,"vacant",2019,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",-0.529246547722271,NA,"vacant",NA,NA,"vac",NA
"6941","2","80C",0,2018,18,14,11,0,0,0,0,0,"vacant",2019,0,0,1,22,5,3,3,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"mostly dead stalk with only green as new segments alongside","",6.60165228257408,4.5234544116595,"vacant","vacant",FALSE,"vac","vac"
"6942","2","TR11",1,2018,84,71,55,8,0,1,1,11,"LIOM",2019,0,0,1,77,58,48,6,1,1,0,7,"LIOM",0,0,NA,NA,NA,0,"","",11.3769094876878,10.9442124850193,"liom","liom",TRUE,"occ","occ"
"6943","2","TR12",1,2018,26,10,6,2,0,0,0,0,"vacant",2019,0,0,1,30,12,11,2,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",6.07680285744255,6.94571468846196,"vacant","vacant",FALSE,"vac","vac"
"6944","2","TR13",1,2018,51,29,18,0,0,0,0,0,"vacant",2019,0,0,1,52,34,17,1,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",8.90564971108595,9.08842385897159,"vacant","vacant",FALSE,"vac","vac"
"6945","2","TR15",1,2018,56,36,23,0,0,0,0,1,"LIOM",2019,0,0,1,57,38,20,4,0,0,0,0,"vacant",0,0,1,NA,NA,0,"1 CV-adult","",9.4539554534881,9.4374661638689,"liom","vacant",FALSE,"occ","vac"
"6946","2","TR16",1,2018,47,30,24,3,0,0,0,1,"CREM",2019,0,0,1,53,36,25,12,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",9.10164456978012,9.46556851684025,"crem","vacant",FALSE,"occ","vac"
"6947","2","TR18",1,2018,54,46,36,0,0,0,0,0,"vacant",2019,0,0,1,50,43,43,3,0,0,0,0,"vacant",0,0,2,NA,NA,0,"2 CV-juv","",10.0759514160343,10.0942464728767,"vacant","vacant",FALSE,"vac","vac"
"6948","2","TR1",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,1,55,46,32,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",NA,9.99427971355316,NA,"vacant",FALSE,NA,"vac"
"6949","2","TR2",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,1,53,45,28,0,0,0,0,14,"LIOM",0,0,NA,NA,NA,0,"","",NA,9.82473967079041,NA,"liom",FALSE,NA,"occ"
"6950","2","TR3",1,2018,18,21,15.5,0,0,0,0,0,"vacant",2019,0,0,1,20,12,12,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",7.35852515401457,6.62536880919139,"vacant","vacant",FALSE,"vac","vac"
"6951","2","TR4",1,2018,57,47,32.5,5,0,0,0,0,"vacant",2019,0,0,1,53,45,28,0,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",10.0680941860966,9.82473967079041,"vacant","vacant",FALSE,"vac","vac"
"6952","2","TR7",1,2018,26,25,10,0,0,0,0,0,"vacant",2019,0,0,1,21,24,16,52,0,0,0,5,"LIOM",0,0,NA,NA,NA,0,"","",7.64232153594182,7.6958102208928,"vacant","liom",FALSE,"vac","occ"
"6953","3","1",0,2018,154,158,155,52,76,79,3,72,"LIOM",2019,0,0,1,157,172,164,55,78,78,0,24,"LIOM",0,4,NA,NA,NA,0,"","",13.8028878584354,13.9639970002162,"liom","liom",TRUE,"occ","occ"
"6954","3","2",0,2018,82,68,50,7,1,1,0,20,"LIOM",2019,0,0,1,76,71,60,11,15,15,0,17,"LIOM",0,0,NA,NA,NA,0,"","",11.2216173711371,11.3546568616301,"liom","liom",TRUE,"occ","occ"
"6955","3","3",0,2018,100,72,44,10,6,6,0,22,"LIOM",2019,0,0,1,99,72,45,13,20,21,1,9,"LIOM",0,0,NA,NA,NA,0,"","",11.3858794431423,11.3929965946716,"liom","liom",TRUE,"occ","occ"
"6956","3","4",0,2018,91,114,114,8,2,2,0,26,"LIOM",2019,0,0,1,98,142,109,23,19,20,1,5,"LIOM",0,0,NA,NA,NA,0,"","",12.6430796393672,12.9094022318756,"liom","liom",TRUE,"occ","occ"
"6957","3","5",0,2018,97,70,52,11,4,4,0,14,"LIOM",2019,0,0,1,95,63,53,23,34,38,4,3,"LIOM",0,0,NA,NA,NA,0,"","",11.4562819429114,11.3345861487548,"liom","liom",TRUE,"occ","occ"
"6958","3","6",0,2018,131,131,114,13,39,39,0,39,"LIOM",2019,0,0,1,133,131,112,38,20,21,1,8,"LIOM",0,0,NA,NA,NA,0,"","",13.1512426192321,13.1500008898444,"liom","liom",TRUE,"occ","occ"
"6959","3","7",0,2018,146,139,115,50,86,88,2,33,"LIOM",2019,0,0,1,149,150,145,79,160,176,16,8,"LIOM",1,0,NA,NA,NA,0,"","",13.3318040306869,13.6514258935666,"liom","liom",TRUE,"occ","occ"
"6960","3","8",0,2018,70,84,66,0,0,0,0,1,"LIOM",2019,0,0,1,71,76,42,5,0,0,0,1,"LIOM",0,0,NA,NA,NA,0,"","",11.5432947051834,11.0775780009142,"liom","liom",FALSE,"occ","occ"
"6961","3","9",0,2018,100,105,41,4,9,9,0,17,"LIOM",2019,0,0,1,103,100,48,13,23,24,1,10,"LIOM",0,0,NA,NA,NA,0,"","",11.8459123043463,11.9026824106994,"liom","liom",TRUE,"occ","occ"
"6962","3","10",0,2018,94,73,63,10,2,2,0,9,"LIOM",2019,0,0,1,93,73,70,11,13,13,0,11,"LIOM",0,0,NA,NA,NA,0,"","",11.6421334286836,11.7318176286146,"liom","liom",TRUE,"occ","occ"
"6963","3","11",0,2018,72,46,41,0,0,0,0,1,"CREM",2019,0,0,1,74,44,52,16,1,1,0,5,"LIOM",0,0,NA,NA,NA,0,"","",10.4820112312667,10.7062903510814,"crem","liom",TRUE,"occ","occ"
"6964","3","13",0,2018,124,88,78,3,24,24,0,43,"LIOM",2019,0,0,1,122,87,73,16,24,24,0,12,"LIOM",0,0,NA,NA,NA,0,"","",12.3177860172596,12.2278975501424,"liom","liom",TRUE,"occ","occ"
"6965","3","14",0,2018,145.5,110,71,10,6,6,0,20,"LIOM",2019,0,0,1,149,105,102,17,17,18,1,7,"LIOM",0,1,NA,NA,NA,0,"","",12.6506990240847,12.9429127674177,"liom","liom",TRUE,"occ","occ"
"6966","3","15",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,1,4,8,7,2,0,0,0,0,"vacant",0,0,NA,NA,NA,0,"","",NA,4.07592363826582,NA,"vacant",FALSE,NA,"vac"
"6967","3","16",0,2018,110,165,161,19,76,79,3,50,"LIOM",2019,0,0,1,122,158,156,37,60,62,2,8,"LIOM",0,0,NA,NA,NA,0,"1 Red Thorax","",13.5478040034673,13.5763358914913,"liom","liom",TRUE,"occ","occ"
"6968","3","17",0,2018,56,42,26,6,0,0,0,33,"LIOM",2019,0,0,1,55,45,32,9,0,1,1,6,"LIOM",0,0,NA,NA,NA,0,"","",9.73789597602887,9.96847290388135,"liom","liom",TRUE,"occ","occ"
"6969","3","18",0,2018,89,101,60,3,19,19,0,66,"LIOM",2019,0,0,1,86,108,72,21,3,4,1,16,"LIOM",0,0,NA,NA,NA,0,"no tag","",11.9249739746426,12.1137898729754,"liom","liom",TRUE,"occ","occ"
"6970","3","19",0,2018,92,80,55,7,0,0,0,6,"LIOM",2019,0,0,1,99,77,45,4,12,13,1,0,"vacant",0,0,NA,NA,NA,0,"","",11.6058670088674,11.4766908145426,"liom","vacant",TRUE,"occ","vac"
"6971","3","20",0,2018,133,121,71,14,58,58,0,24,"LIOM",2019,0,0,1,128,122,73,11,46,47,1,8,"LIOM",0,0,NA,NA,NA,0,"","",12.6788687472188,12.6715582559886,"liom","liom",TRUE,"occ","occ"
"6972","3","21",0,2018,152,84,51,5,1,1,0,17,"LIOM",2019,0,0,1,140,89,41,1,3,3,0,6,"LIOM",0,0,NA,NA,NA,0,"","",12.1079589526646,11.950240198462,"liom","liom",TRUE,"occ","occ"
"6973","3","22",0,2018,178,212,116,34,18,18,0,63,"LIOM",2019,0,0,1,175,229,93,23,68,69,1,1,"LIOM",0,0,NA,NA,NA,0,"","",14.0413396420019,13.9874179399538,"liom","liom",TRUE,"occ","occ"
"6974","3","23",0,2018,79,60,40,5,8,9,1,20,"LIOM",2019,0,0,1,71,64,42,4,3,3,0,5,"LIOM",0,0,NA,NA,NA,0,"","",10.8533170993847,10.863086940207,"liom","liom",TRUE,"occ","occ"
"6975","3","24",0,2018,75,40,39,0,12,12,0,21,"LIOM",2019,0,0,1,76,39,37,5,12,13,1,7,"LIOM",0,0,NA,NA,NA,0,"1 honeypot","",10.3299126934119,10.2657288958005,"liom","liom",TRUE,"occ","occ"
"6976","3","25",0,2018,68,74,40,24,23,23,0,60,"LIOM",2019,0,0,1,75,78,47,17,27,29,2,11,"LIOM",0,0,NA,NA,NA,0,"","",10.9654334769066,11.2476444630824,"liom","liom",TRUE,"occ","occ"
"6977","3","26",0,2018,152,170,156,49,129,129,0,63,"LIOM",2019,0,0,1,145,159,154,58,189,191,2,8,"LIOM",0,0,NA,NA,NA,0,"","",13.8712041585212,13.7426689984424,"liom","liom",TRUE,"occ","occ"
"6978","3","27",0,2018,61,52,30,4,0,0,0,15,"LIOM",2019,0,0,1,63,56,33,5,0,0,0,1,"LIOM",0,0,NA,NA,NA,0,"","",10.1978412336433,10.3939363407973,"liom","liom",FALSE,"occ","occ"
"6979","3","28",0,2018,88,96,94,19,14,14,0,56,"LIOM",2019,0,0,1,90,92,89,14,36,43,7,5,"LIOM",0,0,NA,NA,NA,0,"","",12.2449138337407,12.1703326078034,"liom","liom",TRUE,"occ","occ"
"6980","3","30",0,2018,149,124,124,14,23,25,2,27,"LIOM",2019,0,0,1,155,138,126,28,85,90,5,30,"LIOM",0,0,NA,NA,NA,0,"","",13.3043326732169,13.4688521981534,"liom","liom",TRUE,"occ","occ"
"6981","3","31",0,2018,90,51,49,10,7,7,0,63,"LIOM",2019,0,0,1,96,68,46,2,11,14,3,8,"LIOM",0,0,NA,NA,NA,0,"","",10.983678917248,11.3102739631983,"liom","liom",TRUE,"occ","occ"
"6982","3","33",0,2018,137,140,100,2,10,10,0,6,"LIOM",2019,0,0,1,81,128,113,14,9,9,0,16,"LIOM",0,0,NA,NA,NA,0,"","",13.1547876474536,12.6375718965953,"liom","liom",TRUE,"occ","occ"
"6983","3","34",0,2018,62,76,69,9,0,0,0,7,"LIOM",2019,0,0,1,63,82,74,9,2,2,0,12,"LIOM",0,0,NA,NA,NA,0,"","",11.3541307448277,11.5163756158321,"liom","liom",TRUE,"occ","occ"
"6984","3","35",0,2018,85,66,66,0,0,0,0,0,"vacant",2019,0,0,1,89,75,73,8,0,0,0,8,"LIOM",0,0,NA,NA,NA,0,"","",11.4817839766046,11.7565897922019,"vacant","liom",FALSE,"vac","occ"
"6985","3","37",0,2018,100,80,34,2,0,0,0,29,"LIOM",2019,0,0,1,94,95,74,15,3,4,1,4,"LIOM",0,0,NA,NA,NA,0,"","",11.3510959577186,12.0766210870577,"liom","liom",TRUE,"occ","occ"
"6986","3","38",0,2018,89.5,51,50,6,9,9,0,19,"LIOM",2019,0,0,1,85,49,41,7,2,9,7,2,"LIOM",0,1,NA,NA,NA,0,"","",10.9980085339048,10.7157994720924,"liom","liom",TRUE,"occ","occ"
"6987","3","40",0,2018,111,72,71,26,35,35,0,75,"LIOM",2019,0,0,1,110,76,87,13,49,49,0,9,"LIOM",0,NA,NA,NA,NA,0,"","",11.9087483367737,12.1615096423475,"liom","liom",TRUE,"occ","occ"
"6988","3","41",0,2018,120,90,78,14,46,47,1,77,"LIOM",2019,0,0,1,132,110,92,32,83,87,4,18,"LIOM",0,0,NA,NA,NA,0,"","",12.3089485765301,12.7728661923303,"liom","liom",TRUE,"occ","occ"
"6989","3","43",0,2018,98,115,88,18,2,3,1,48,"LIOM",2019,0,0,1,102,98,93,9,1,1,0,16,"LIOM",0,0,NA,NA,NA,0,"","",12.4849083116957,12.403048544319,"liom","liom",TRUE,"occ","occ"
"6990","3","44",0,2018,133,150,65,7,0,0,0,13,"LIOM",2019,0,0,1,130,157,60,6,30,33,3,3,"LIOM",2,7,NA,NA,NA,0,"","",12.9051540594186,12.900858032478,"liom","liom",TRUE,"occ","occ"
"6991","3","45",0,2018,12,7,3.5,3,0,0,0,18,"CREM",2019,0,0,1,75,60,60,13,0,1,1,6,"LIOM",0,0,NA,NA,NA,0,"","",4.46118603905647,11.1660004740419,"crem","liom",TRUE,"occ","occ"
